uniqueid,bank_account
uniqueid_9413 x Rwanda,No
uniqueid_9414 x Rwanda,No
uniqueid_9415 x Rwanda,No
uniqueid_9416 x Rwanda,No
uniqueid_9417 x Rwanda,No
uniqueid_9418 x Rwanda,No
uniqueid_9419 x Rwanda,No
uniqueid_9420 x Rwanda,No
uniqueid_9421 x Rwanda,No
uniqueid_9422 x Rwanda,No
uniqueid_9423 x Rwanda,No
uniqueid_9424 x Rwanda,No
uniqueid_9425 x Rwanda,No
uniqueid_9426 x Rwanda,No
uniqueid_9427 x Rwanda,No
uniqueid_9428 x Rwanda,No
uniqueid_9429 x Rwanda,No
uniqueid_9430 x Rwanda,No
uniqueid_9431 x Rwanda,No
uniqueid_9432 x Rwanda,No
uniqueid_9433 x Rwanda,No
uniqueid_9434 x Rwanda,No
uniqueid_9435 x Rwanda,No
uniqueid_9436 x Rwanda,No
uniqueid_9437 x Rwanda,No
uniqueid_9438 x Rwanda,No
uniqueid_9439 x Rwanda,No
uniqueid_9440 x Rwanda,No
uniqueid_9441 x Rwanda,No
uniqueid_9442 x Rwanda,No
uniqueid_9443 x Rwanda,No
uniqueid_9444 x Rwanda,No
uniqueid_9445 x Rwanda,No
uniqueid_9446 x Rwanda,Yes
uniqueid_9447 x Rwanda,No
uniqueid_9448 x Rwanda,No
uniqueid_9449 x Rwanda,No
uniqueid_9450 x Rwanda,No
uniqueid_9451 x Rwanda,No
uniqueid_9452 x Rwanda,No
uniqueid_9453 x Rwanda,Yes
uniqueid_9454 x Rwanda,No
uniqueid_9455 x Rwanda,No
uniqueid_9456 x Rwanda,No
uniqueid_9457 x Rwanda,No
uniqueid_9458 x Rwanda,No
uniqueid_9459 x Rwanda,No
uniqueid_9460 x Rwanda,No
uniqueid_9461 x Rwanda,No
uniqueid_9462 x Rwanda,No
uniqueid_9463 x Rwanda,No
uniqueid_9464 x Rwanda,No
uniqueid_9465 x Rwanda,No
uniqueid_9466 x Rwanda,No
uniqueid_9467 x Rwanda,No
uniqueid_9468 x Rwanda,No
uniqueid_9469 x Rwanda,No
uniqueid_9470 x Rwanda,No
uniqueid_9471 x Rwanda,No
uniqueid_9472 x Rwanda,No
uniqueid_9473 x Rwanda,No
uniqueid_9474 x Rwanda,No
uniqueid_9475 x Rwanda,No
uniqueid_9476 x Rwanda,No
uniqueid_9477 x Rwanda,No
uniqueid_9478 x Rwanda,No
uniqueid_9479 x Rwanda,No
uniqueid_9480 x Rwanda,No
uniqueid_9481 x Rwanda,No
uniqueid_9482 x Rwanda,No
uniqueid_9483 x Rwanda,No
uniqueid_9484 x Rwanda,No
uniqueid_9485 x Rwanda,No
uniqueid_9486 x Rwanda,No
uniqueid_9487 x Rwanda,No
uniqueid_9488 x Rwanda,No
uniqueid_9489 x Rwanda,No
uniqueid_9490 x Rwanda,No
uniqueid_9491 x Rwanda,No
uniqueid_9492 x Rwanda,No
uniqueid_9493 x Rwanda,No
uniqueid_9494 x Rwanda,No
uniqueid_9495 x Rwanda,No
uniqueid_9496 x Rwanda,No
uniqueid_9497 x Rwanda,No
uniqueid_9498 x Rwanda,No
uniqueid_9499 x Rwanda,No
uniqueid_9500 x Rwanda,No
uniqueid_9501 x Rwanda,No
uniqueid_9502 x Rwanda,No
uniqueid_9503 x Rwanda,No
uniqueid_9504 x Rwanda,No
uniqueid_9505 x Rwanda,No
uniqueid_9506 x Rwanda,No
uniqueid_9507 x Rwanda,No
uniqueid_9508 x Rwanda,No
uniqueid_9509 x Rwanda,No
uniqueid_9510 x Rwanda,No
uniqueid_9511 x Rwanda,No
uniqueid_9512 x Rwanda,No
uniqueid_9513 x Rwanda,No
uniqueid_9514 x Rwanda,No
uniqueid_9515 x Rwanda,No
uniqueid_9516 x Rwanda,No
uniqueid_9517 x Rwanda,No
uniqueid_9518 x Rwanda,No
uniqueid_9519 x Rwanda,No
uniqueid_9520 x Rwanda,No
uniqueid_9521 x Rwanda,No
uniqueid_9522 x Rwanda,No
uniqueid_9523 x Rwanda,No
uniqueid_9524 x Rwanda,No
uniqueid_9525 x Rwanda,No
uniqueid_9526 x Rwanda,Yes
uniqueid_9527 x Rwanda,No
uniqueid_9528 x Rwanda,No
uniqueid_9529 x Rwanda,No
uniqueid_9530 x Rwanda,No
uniqueid_9531 x Rwanda,No
uniqueid_9532 x Rwanda,No
uniqueid_9533 x Rwanda,No
uniqueid_9534 x Rwanda,No
uniqueid_9535 x Rwanda,No
uniqueid_9536 x Rwanda,No
uniqueid_9537 x Rwanda,No
uniqueid_9538 x Rwanda,No
uniqueid_9539 x Rwanda,No
uniqueid_9540 x Rwanda,No
uniqueid_9541 x Rwanda,No
uniqueid_9542 x Rwanda,No
uniqueid_9543 x Rwanda,No
uniqueid_9544 x Rwanda,No
uniqueid_9545 x Rwanda,No
uniqueid_9546 x Rwanda,No
uniqueid_9547 x Rwanda,No
uniqueid_9548 x Rwanda,No
uniqueid_9549 x Rwanda,No
uniqueid_9550 x Rwanda,No
uniqueid_9551 x Rwanda,No
uniqueid_9552 x Rwanda,No
uniqueid_9553 x Rwanda,No
uniqueid_9554 x Rwanda,No
uniqueid_9555 x Rwanda,No
uniqueid_9556 x Rwanda,No
uniqueid_9557 x Rwanda,No
uniqueid_9558 x Rwanda,No
uniqueid_9559 x Rwanda,No
uniqueid_9560 x Rwanda,No
uniqueid_9561 x Rwanda,No
uniqueid_9562 x Rwanda,No
uniqueid_9563 x Rwanda,No
uniqueid_9564 x Rwanda,No
uniqueid_9565 x Rwanda,No
uniqueid_9566 x Rwanda,No
uniqueid_9567 x Rwanda,No
uniqueid_9568 x Rwanda,No
uniqueid_9569 x Rwanda,No
uniqueid_9570 x Rwanda,No
uniqueid_9571 x Rwanda,No
uniqueid_9572 x Rwanda,No
uniqueid_9573 x Rwanda,No
uniqueid_9574 x Rwanda,No
uniqueid_9575 x Rwanda,No
uniqueid_9576 x Rwanda,No
uniqueid_9577 x Rwanda,No
uniqueid_9578 x Rwanda,No
uniqueid_9579 x Rwanda,No
uniqueid_9580 x Rwanda,No
uniqueid_9581 x Rwanda,No
uniqueid_9582 x Rwanda,No
uniqueid_9583 x Rwanda,No
uniqueid_9584 x Rwanda,No
uniqueid_9585 x Rwanda,No
uniqueid_9586 x Rwanda,No
uniqueid_9587 x Rwanda,No
uniqueid_9588 x Rwanda,No
uniqueid_9589 x Rwanda,No
uniqueid_9590 x Rwanda,No
uniqueid_9591 x Rwanda,No
uniqueid_9592 x Rwanda,No
uniqueid_9593 x Rwanda,No
uniqueid_9594 x Rwanda,No
uniqueid_9595 x Rwanda,No
uniqueid_9596 x Rwanda,No
uniqueid_9597 x Rwanda,No
uniqueid_9598 x Rwanda,No
uniqueid_9599 x Rwanda,No
uniqueid_9600 x Rwanda,No
uniqueid_9601 x Rwanda,No
uniqueid_9602 x Rwanda,No
uniqueid_9603 x Rwanda,No
uniqueid_9604 x Rwanda,No
uniqueid_9605 x Rwanda,No
uniqueid_9606 x Rwanda,No
uniqueid_9607 x Rwanda,No
uniqueid_9608 x Rwanda,No
uniqueid_9609 x Rwanda,No
uniqueid_9610 x Rwanda,No
uniqueid_9611 x Rwanda,No
uniqueid_9612 x Rwanda,No
uniqueid_9613 x Rwanda,No
uniqueid_9614 x Rwanda,No
uniqueid_9615 x Rwanda,No
uniqueid_9616 x Rwanda,No
uniqueid_9617 x Rwanda,No
uniqueid_9618 x Rwanda,No
uniqueid_9619 x Rwanda,No
uniqueid_9620 x Rwanda,No
uniqueid_9621 x Rwanda,No
uniqueid_9622 x Rwanda,No
uniqueid_9623 x Rwanda,No
uniqueid_9624 x Rwanda,No
uniqueid_9625 x Rwanda,No
uniqueid_9626 x Rwanda,No
uniqueid_9627 x Rwanda,Yes
uniqueid_9628 x Rwanda,No
uniqueid_9629 x Rwanda,No
uniqueid_9630 x Rwanda,No
uniqueid_9631 x Rwanda,No
uniqueid_9632 x Rwanda,No
uniqueid_9633 x Rwanda,No
uniqueid_9634 x Rwanda,No
uniqueid_9635 x Rwanda,No
uniqueid_9636 x Rwanda,No
uniqueid_9637 x Rwanda,No
uniqueid_9638 x Rwanda,No
uniqueid_9639 x Rwanda,No
uniqueid_9640 x Rwanda,No
uniqueid_9641 x Rwanda,No
uniqueid_9642 x Rwanda,No
uniqueid_9643 x Rwanda,No
uniqueid_9644 x Rwanda,No
uniqueid_9645 x Rwanda,No
uniqueid_9646 x Rwanda,No
uniqueid_9647 x Rwanda,No
uniqueid_9648 x Rwanda,No
uniqueid_9649 x Rwanda,No
uniqueid_9650 x Rwanda,No
uniqueid_9651 x Rwanda,No
uniqueid_9652 x Rwanda,No
uniqueid_9653 x Rwanda,No
uniqueid_9654 x Rwanda,No
uniqueid_9655 x Rwanda,No
uniqueid_9656 x Rwanda,No
uniqueid_9657 x Rwanda,No
uniqueid_9658 x Rwanda,No
uniqueid_9659 x Rwanda,No
uniqueid_9660 x Rwanda,No
uniqueid_9661 x Rwanda,No
uniqueid_9662 x Rwanda,No
uniqueid_9663 x Rwanda,No
uniqueid_9664 x Rwanda,No
uniqueid_9665 x Rwanda,No
uniqueid_9666 x Rwanda,No
uniqueid_9667 x Rwanda,No
uniqueid_9668 x Rwanda,No
uniqueid_9669 x Rwanda,No
uniqueid_9670 x Rwanda,No
uniqueid_9671 x Rwanda,No
uniqueid_9672 x Rwanda,No
uniqueid_9673 x Rwanda,No
uniqueid_9674 x Rwanda,No
uniqueid_9675 x Rwanda,No
uniqueid_9676 x Rwanda,No
uniqueid_9677 x Rwanda,No
uniqueid_9678 x Rwanda,No
uniqueid_9679 x Rwanda,No
uniqueid_9680 x Rwanda,No
uniqueid_9681 x Rwanda,No
uniqueid_9682 x Rwanda,No
uniqueid_9683 x Rwanda,No
uniqueid_9684 x Rwanda,No
uniqueid_9685 x Rwanda,No
uniqueid_9686 x Rwanda,No
uniqueid_9687 x Rwanda,No
uniqueid_9688 x Rwanda,No
uniqueid_9689 x Rwanda,No
uniqueid_9690 x Rwanda,No
uniqueid_9691 x Rwanda,No
uniqueid_9692 x Rwanda,No
uniqueid_9693 x Rwanda,No
uniqueid_9694 x Rwanda,No
uniqueid_9695 x Rwanda,No
uniqueid_9696 x Rwanda,No
uniqueid_9697 x Rwanda,No
uniqueid_9698 x Rwanda,No
uniqueid_9699 x Rwanda,No
uniqueid_9700 x Rwanda,No
uniqueid_9701 x Rwanda,No
uniqueid_9702 x Rwanda,No
uniqueid_9703 x Rwanda,No
uniqueid_9704 x Rwanda,No
uniqueid_9705 x Rwanda,No
uniqueid_9706 x Rwanda,No
uniqueid_9707 x Rwanda,No
uniqueid_9708 x Rwanda,No
uniqueid_9709 x Rwanda,No
uniqueid_9710 x Rwanda,No
uniqueid_9711 x Rwanda,No
uniqueid_9712 x Rwanda,No
uniqueid_9713 x Rwanda,No
uniqueid_9714 x Rwanda,No
uniqueid_9715 x Rwanda,No
uniqueid_9716 x Rwanda,No
uniqueid_9717 x Rwanda,No
uniqueid_9718 x Rwanda,No
uniqueid_9719 x Rwanda,No
uniqueid_9720 x Rwanda,No
uniqueid_9721 x Rwanda,No
uniqueid_9722 x Rwanda,No
uniqueid_9723 x Rwanda,No
uniqueid_9724 x Rwanda,No
uniqueid_9725 x Rwanda,No
uniqueid_9726 x Rwanda,No
uniqueid_9727 x Rwanda,No
uniqueid_9728 x Rwanda,Yes
uniqueid_9729 x Rwanda,No
uniqueid_9730 x Rwanda,No
uniqueid_9731 x Rwanda,No
uniqueid_9732 x Rwanda,No
uniqueid_9733 x Rwanda,No
uniqueid_9734 x Rwanda,No
uniqueid_9735 x Rwanda,No
uniqueid_9736 x Rwanda,No
uniqueid_9737 x Rwanda,No
uniqueid_9738 x Rwanda,No
uniqueid_9739 x Rwanda,No
uniqueid_9740 x Rwanda,No
uniqueid_9741 x Rwanda,No
uniqueid_9742 x Rwanda,No
uniqueid_9743 x Rwanda,No
uniqueid_9744 x Rwanda,No
uniqueid_9745 x Rwanda,No
uniqueid_9746 x Rwanda,No
uniqueid_9747 x Rwanda,No
uniqueid_9748 x Rwanda,No
uniqueid_9749 x Rwanda,No
uniqueid_9750 x Rwanda,No
uniqueid_9751 x Rwanda,No
uniqueid_9752 x Rwanda,No
uniqueid_9753 x Rwanda,No
uniqueid_9754 x Rwanda,No
uniqueid_9755 x Rwanda,No
uniqueid_9756 x Rwanda,No
uniqueid_9757 x Rwanda,No
uniqueid_9758 x Rwanda,No
uniqueid_9759 x Rwanda,No
uniqueid_9760 x Rwanda,No
uniqueid_9761 x Rwanda,No
uniqueid_9762 x Rwanda,No
uniqueid_9763 x Rwanda,No
uniqueid_9764 x Rwanda,No
uniqueid_9765 x Rwanda,No
uniqueid_9766 x Rwanda,No
uniqueid_9767 x Rwanda,No
uniqueid_9768 x Rwanda,No
uniqueid_9769 x Rwanda,No
uniqueid_9770 x Rwanda,No
uniqueid_9771 x Rwanda,No
uniqueid_9772 x Rwanda,No
uniqueid_9773 x Rwanda,No
uniqueid_9774 x Rwanda,No
uniqueid_9775 x Rwanda,No
uniqueid_9776 x Rwanda,No
uniqueid_9777 x Rwanda,No
uniqueid_9778 x Rwanda,No
uniqueid_9779 x Rwanda,No
uniqueid_9780 x Rwanda,No
uniqueid_9781 x Rwanda,No
uniqueid_9782 x Rwanda,No
uniqueid_9783 x Rwanda,No
uniqueid_9784 x Rwanda,No
uniqueid_9785 x Rwanda,No
uniqueid_9786 x Rwanda,No
uniqueid_9787 x Rwanda,No
uniqueid_9788 x Rwanda,No
uniqueid_9789 x Rwanda,No
uniqueid_9790 x Rwanda,No
uniqueid_9791 x Rwanda,No
uniqueid_9792 x Rwanda,No
uniqueid_9793 x Rwanda,No
uniqueid_9794 x Rwanda,No
uniqueid_9795 x Rwanda,No
uniqueid_9796 x Rwanda,No
uniqueid_9797 x Rwanda,No
uniqueid_9798 x Rwanda,No
uniqueid_9799 x Rwanda,No
uniqueid_9800 x Rwanda,No
uniqueid_9801 x Rwanda,No
uniqueid_9802 x Rwanda,No
uniqueid_9803 x Rwanda,No
uniqueid_9804 x Rwanda,No
uniqueid_9805 x Rwanda,No
uniqueid_9806 x Rwanda,No
uniqueid_9807 x Rwanda,No
uniqueid_9808 x Rwanda,No
uniqueid_9809 x Rwanda,No
uniqueid_9810 x Rwanda,No
uniqueid_9811 x Rwanda,No
uniqueid_9812 x Rwanda,No
uniqueid_9813 x Rwanda,No
uniqueid_9814 x Rwanda,No
uniqueid_9815 x Rwanda,No
uniqueid_9816 x Rwanda,Yes
uniqueid_9817 x Rwanda,No
uniqueid_9818 x Rwanda,No
uniqueid_9819 x Rwanda,No
uniqueid_9820 x Rwanda,No
uniqueid_9821 x Rwanda,No
uniqueid_9822 x Rwanda,No
uniqueid_9823 x Rwanda,No
uniqueid_9824 x Rwanda,No
uniqueid_9825 x Rwanda,No
uniqueid_9826 x Rwanda,No
uniqueid_9827 x Rwanda,No
uniqueid_9828 x Rwanda,No
uniqueid_9829 x Rwanda,No
uniqueid_9830 x Rwanda,No
uniqueid_9831 x Rwanda,No
uniqueid_9832 x Rwanda,No
uniqueid_9833 x Rwanda,No
uniqueid_9834 x Rwanda,No
uniqueid_9835 x Rwanda,No
uniqueid_9836 x Rwanda,No
uniqueid_9837 x Rwanda,No
uniqueid_9838 x Rwanda,No
uniqueid_9839 x Rwanda,No
uniqueid_9840 x Rwanda,No
uniqueid_9841 x Rwanda,No
uniqueid_9842 x Rwanda,No
uniqueid_9843 x Rwanda,No
uniqueid_9844 x Rwanda,No
uniqueid_9845 x Rwanda,No
uniqueid_9846 x Rwanda,No
uniqueid_9847 x Rwanda,No
uniqueid_9848 x Rwanda,No
uniqueid_9849 x Rwanda,No
uniqueid_9850 x Rwanda,No
uniqueid_9851 x Rwanda,No
uniqueid_9852 x Rwanda,No
uniqueid_9853 x Rwanda,No
uniqueid_9854 x Rwanda,No
uniqueid_9855 x Rwanda,No
uniqueid_9856 x Rwanda,No
uniqueid_9857 x Rwanda,No
uniqueid_9858 x Rwanda,No
uniqueid_9859 x Rwanda,No
uniqueid_9860 x Rwanda,No
uniqueid_9861 x Rwanda,No
uniqueid_9862 x Rwanda,No
uniqueid_9863 x Rwanda,No
uniqueid_9864 x Rwanda,No
uniqueid_9865 x Rwanda,No
uniqueid_9866 x Rwanda,No
uniqueid_9867 x Rwanda,No
uniqueid_9868 x Rwanda,No
uniqueid_9869 x Rwanda,No
uniqueid_9870 x Rwanda,No
uniqueid_9871 x Rwanda,No
uniqueid_9872 x Rwanda,No
uniqueid_9873 x Rwanda,No
uniqueid_9874 x Rwanda,No
uniqueid_9875 x Rwanda,No
uniqueid_9876 x Rwanda,No
uniqueid_9877 x Rwanda,No
uniqueid_9878 x Rwanda,No
uniqueid_9879 x Rwanda,No
uniqueid_9880 x Rwanda,No
uniqueid_9881 x Rwanda,No
uniqueid_9882 x Rwanda,No
uniqueid_9883 x Rwanda,No
uniqueid_9884 x Rwanda,No
uniqueid_9885 x Rwanda,No
uniqueid_9886 x Rwanda,No
uniqueid_9887 x Rwanda,No
uniqueid_9888 x Rwanda,No
uniqueid_9889 x Rwanda,No
uniqueid_9890 x Rwanda,No
uniqueid_9891 x Rwanda,No
uniqueid_9892 x Rwanda,No
uniqueid_9893 x Rwanda,No
uniqueid_9894 x Rwanda,No
uniqueid_9895 x Rwanda,No
uniqueid_9896 x Rwanda,No
uniqueid_9897 x Rwanda,No
uniqueid_9898 x Rwanda,Yes
uniqueid_9899 x Rwanda,No
uniqueid_9900 x Rwanda,No
uniqueid_9901 x Rwanda,No
uniqueid_9902 x Rwanda,No
uniqueid_9903 x Rwanda,No
uniqueid_9904 x Rwanda,No
uniqueid_9905 x Rwanda,No
uniqueid_9906 x Rwanda,No
uniqueid_9907 x Rwanda,No
uniqueid_9908 x Rwanda,No
uniqueid_9909 x Rwanda,No
uniqueid_9910 x Rwanda,No
uniqueid_9911 x Rwanda,No
uniqueid_9912 x Rwanda,No
uniqueid_9913 x Rwanda,No
uniqueid_9914 x Rwanda,No
uniqueid_9915 x Rwanda,No
uniqueid_9916 x Rwanda,No
uniqueid_9917 x Rwanda,No
uniqueid_9918 x Rwanda,No
uniqueid_9919 x Rwanda,No
uniqueid_9920 x Rwanda,No
uniqueid_9921 x Rwanda,No
uniqueid_9922 x Rwanda,No
uniqueid_9923 x Rwanda,No
uniqueid_9924 x Rwanda,No
uniqueid_9925 x Rwanda,No
uniqueid_9926 x Rwanda,No
uniqueid_9927 x Rwanda,No
uniqueid_9928 x Rwanda,No
uniqueid_9929 x Rwanda,No
uniqueid_9930 x Rwanda,No
uniqueid_9931 x Rwanda,No
uniqueid_9932 x Rwanda,No
uniqueid_9933 x Rwanda,No
uniqueid_9934 x Rwanda,No
uniqueid_9935 x Rwanda,No
uniqueid_9936 x Rwanda,No
uniqueid_9937 x Rwanda,No
uniqueid_9938 x Rwanda,No
uniqueid_9939 x Rwanda,No
uniqueid_9940 x Rwanda,No
uniqueid_9941 x Rwanda,No
uniqueid_9942 x Rwanda,No
uniqueid_9943 x Rwanda,No
uniqueid_9944 x Rwanda,No
uniqueid_9945 x Rwanda,No
uniqueid_9946 x Rwanda,No
uniqueid_9947 x Rwanda,No
uniqueid_9948 x Rwanda,No
uniqueid_9949 x Rwanda,No
uniqueid_9950 x Rwanda,No
uniqueid_9951 x Rwanda,No
uniqueid_9952 x Rwanda,No
uniqueid_9953 x Rwanda,No
uniqueid_9954 x Rwanda,No
uniqueid_9955 x Rwanda,No
uniqueid_9956 x Rwanda,No
uniqueid_9957 x Rwanda,No
uniqueid_9958 x Rwanda,No
uniqueid_9959 x Rwanda,No
uniqueid_9960 x Rwanda,No
uniqueid_9961 x Rwanda,No
uniqueid_9962 x Rwanda,No
uniqueid_9963 x Rwanda,No
uniqueid_9964 x Rwanda,No
uniqueid_9965 x Rwanda,No
uniqueid_9966 x Rwanda,No
uniqueid_9967 x Rwanda,No
uniqueid_9968 x Rwanda,No
uniqueid_9969 x Rwanda,No
uniqueid_9970 x Rwanda,No
uniqueid_9971 x Rwanda,No
uniqueid_9972 x Rwanda,No
uniqueid_9973 x Rwanda,No
uniqueid_9974 x Rwanda,No
uniqueid_9975 x Rwanda,No
uniqueid_9976 x Rwanda,No
uniqueid_9977 x Rwanda,No
uniqueid_9978 x Rwanda,No
uniqueid_9979 x Rwanda,No
uniqueid_9980 x Rwanda,No
uniqueid_9981 x Rwanda,No
uniqueid_9982 x Rwanda,No
uniqueid_9983 x Rwanda,No
uniqueid_9984 x Rwanda,Yes
uniqueid_9985 x Rwanda,No
uniqueid_9986 x Rwanda,No
uniqueid_9987 x Rwanda,No
uniqueid_9988 x Rwanda,No
uniqueid_9989 x Rwanda,No
uniqueid_9990 x Rwanda,No
uniqueid_9991 x Rwanda,No
uniqueid_9992 x Rwanda,No
uniqueid_9993 x Rwanda,No
uniqueid_9994 x Rwanda,No
uniqueid_9995 x Rwanda,No
uniqueid_9996 x Rwanda,No
uniqueid_9997 x Rwanda,No
uniqueid_9998 x Rwanda,No
uniqueid_9999 x Rwanda,No
uniqueid_10000 x Rwanda,No
uniqueid_10001 x Rwanda,No
uniqueid_10002 x Rwanda,No
uniqueid_10003 x Rwanda,No
uniqueid_10004 x Rwanda,No
uniqueid_10005 x Rwanda,No
uniqueid_10006 x Rwanda,No
uniqueid_10007 x Rwanda,No
uniqueid_10008 x Rwanda,No
uniqueid_10009 x Rwanda,No
uniqueid_10010 x Rwanda,No
uniqueid_10011 x Rwanda,No
uniqueid_10012 x Rwanda,No
uniqueid_10013 x Rwanda,No
uniqueid_10014 x Rwanda,No
uniqueid_10015 x Rwanda,No
uniqueid_10016 x Rwanda,No
uniqueid_10017 x Rwanda,No
uniqueid_10018 x Rwanda,No
uniqueid_10019 x Rwanda,No
uniqueid_10020 x Rwanda,No
uniqueid_10021 x Rwanda,No
uniqueid_10022 x Rwanda,No
uniqueid_10023 x Rwanda,No
uniqueid_10024 x Rwanda,No
uniqueid_10025 x Rwanda,No
uniqueid_10026 x Rwanda,No
uniqueid_10027 x Rwanda,No
uniqueid_10028 x Rwanda,No
uniqueid_10029 x Rwanda,No
uniqueid_10030 x Rwanda,No
uniqueid_10031 x Rwanda,No
uniqueid_10032 x Rwanda,No
uniqueid_10033 x Rwanda,No
uniqueid_10034 x Rwanda,No
uniqueid_10035 x Rwanda,No
uniqueid_10036 x Rwanda,No
uniqueid_10037 x Rwanda,No
uniqueid_10038 x Rwanda,No
uniqueid_10039 x Rwanda,No
uniqueid_10040 x Rwanda,No
uniqueid_10041 x Rwanda,No
uniqueid_10042 x Rwanda,No
uniqueid_10043 x Rwanda,No
uniqueid_10044 x Rwanda,No
uniqueid_10045 x Rwanda,No
uniqueid_10046 x Rwanda,No
uniqueid_10047 x Rwanda,No
uniqueid_10048 x Rwanda,No
uniqueid_10049 x Rwanda,No
uniqueid_10050 x Rwanda,No
uniqueid_10051 x Rwanda,No
uniqueid_10052 x Rwanda,No
uniqueid_10053 x Rwanda,No
uniqueid_10054 x Rwanda,No
uniqueid_10055 x Rwanda,No
uniqueid_10056 x Rwanda,No
uniqueid_10057 x Rwanda,No
uniqueid_10058 x Rwanda,No
uniqueid_10059 x Rwanda,No
uniqueid_10060 x Rwanda,No
uniqueid_10061 x Rwanda,No
uniqueid_10062 x Rwanda,No
uniqueid_10063 x Rwanda,No
uniqueid_10064 x Rwanda,No
uniqueid_10065 x Rwanda,No
uniqueid_10066 x Rwanda,No
uniqueid_10067 x Rwanda,No
uniqueid_10068 x Rwanda,No
uniqueid_10069 x Rwanda,No
uniqueid_10070 x Rwanda,No
uniqueid_10071 x Rwanda,No
uniqueid_10072 x Rwanda,No
uniqueid_10073 x Rwanda,No
uniqueid_10074 x Rwanda,No
uniqueid_10075 x Rwanda,No
uniqueid_10076 x Rwanda,No
uniqueid_10077 x Rwanda,No
uniqueid_10078 x Rwanda,No
uniqueid_10079 x Rwanda,No
uniqueid_10080 x Rwanda,No
uniqueid_10081 x Rwanda,No
uniqueid_10082 x Rwanda,No
uniqueid_10083 x Rwanda,Yes
uniqueid_10084 x Rwanda,No
uniqueid_10085 x Rwanda,No
uniqueid_10086 x Rwanda,No
uniqueid_10087 x Rwanda,No
uniqueid_10088 x Rwanda,No
uniqueid_10089 x Rwanda,No
uniqueid_10090 x Rwanda,No
uniqueid_10091 x Rwanda,No
uniqueid_10092 x Rwanda,No
uniqueid_10093 x Rwanda,No
uniqueid_10094 x Rwanda,No
uniqueid_10095 x Rwanda,No
uniqueid_10096 x Rwanda,No
uniqueid_10097 x Rwanda,No
uniqueid_10098 x Rwanda,No
uniqueid_10099 x Rwanda,No
uniqueid_10100 x Rwanda,No
uniqueid_10101 x Rwanda,No
uniqueid_10102 x Rwanda,No
uniqueid_10103 x Rwanda,No
uniqueid_10104 x Rwanda,No
uniqueid_10105 x Rwanda,No
uniqueid_10106 x Rwanda,No
uniqueid_10107 x Rwanda,No
uniqueid_10108 x Rwanda,No
uniqueid_10109 x Rwanda,No
uniqueid_10110 x Rwanda,No
uniqueid_10111 x Rwanda,No
uniqueid_10112 x Rwanda,No
uniqueid_10113 x Rwanda,No
uniqueid_10114 x Rwanda,No
uniqueid_10115 x Rwanda,No
uniqueid_10116 x Rwanda,No
uniqueid_10117 x Rwanda,No
uniqueid_10118 x Rwanda,No
uniqueid_10119 x Rwanda,No
uniqueid_10120 x Rwanda,No
uniqueid_10121 x Rwanda,No
uniqueid_10122 x Rwanda,No
uniqueid_10123 x Rwanda,No
uniqueid_10124 x Rwanda,No
uniqueid_10125 x Rwanda,No
uniqueid_10126 x Rwanda,No
uniqueid_10127 x Rwanda,No
uniqueid_10128 x Rwanda,No
uniqueid_10129 x Rwanda,No
uniqueid_10130 x Rwanda,No
uniqueid_10131 x Rwanda,No
uniqueid_10132 x Rwanda,No
uniqueid_10133 x Rwanda,No
uniqueid_10134 x Rwanda,No
uniqueid_10135 x Rwanda,No
uniqueid_10136 x Rwanda,No
uniqueid_10137 x Rwanda,No
uniqueid_10138 x Rwanda,No
uniqueid_10139 x Rwanda,No
uniqueid_10140 x Rwanda,No
uniqueid_10141 x Rwanda,No
uniqueid_10142 x Rwanda,No
uniqueid_10143 x Rwanda,No
uniqueid_10144 x Rwanda,No
uniqueid_10145 x Rwanda,No
uniqueid_10146 x Rwanda,No
uniqueid_10147 x Rwanda,No
uniqueid_10148 x Rwanda,No
uniqueid_10149 x Rwanda,No
uniqueid_10150 x Rwanda,No
uniqueid_10151 x Rwanda,No
uniqueid_10152 x Rwanda,No
uniqueid_10153 x Rwanda,No
uniqueid_10154 x Rwanda,No
uniqueid_10155 x Rwanda,No
uniqueid_10156 x Rwanda,No
uniqueid_10157 x Rwanda,No
uniqueid_10158 x Rwanda,No
uniqueid_10159 x Rwanda,Yes
uniqueid_10160 x Rwanda,No
uniqueid_10161 x Rwanda,No
uniqueid_10162 x Rwanda,No
uniqueid_10163 x Rwanda,No
uniqueid_10164 x Rwanda,No
uniqueid_10165 x Rwanda,No
uniqueid_10166 x Rwanda,No
uniqueid_10167 x Rwanda,No
uniqueid_10168 x Rwanda,No
uniqueid_10169 x Rwanda,No
uniqueid_10170 x Rwanda,No
uniqueid_10171 x Rwanda,No
uniqueid_10172 x Rwanda,No
uniqueid_10173 x Rwanda,No
uniqueid_10174 x Rwanda,No
uniqueid_10175 x Rwanda,No
uniqueid_10176 x Rwanda,No
uniqueid_10177 x Rwanda,No
uniqueid_10178 x Rwanda,No
uniqueid_10179 x Rwanda,No
uniqueid_10180 x Rwanda,No
uniqueid_10181 x Rwanda,No
uniqueid_10182 x Rwanda,No
uniqueid_10183 x Rwanda,No
uniqueid_10184 x Rwanda,No
uniqueid_10185 x Rwanda,No
uniqueid_10186 x Rwanda,No
uniqueid_10187 x Rwanda,No
uniqueid_10188 x Rwanda,No
